Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Allan bunda mole,2020-09-13 16:25:24,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,BR,,,Cobra Kai,GMAIL.COM,,,,0
Allan bunda mole,2020-09-13 15:44:57,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,BR,,,Rick and Morty,GMAIL.COM,,,,0
Allan bunda mole,2020-09-12 16:45:11,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,The Social Dilemma,GMAIL.COM,,,,0
Allan bunda mole,2020-09-09 16:42:13,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,BR,,,Peaky Blinders,GMAIL.COM,,,,0
Allan bunda mole,2020-09-07 16:27:06,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Chef's Table: BBQ,GMAIL.COM,,,,0
Allan bunda mole,2020-09-03 15:37:19,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Afonso Padilha: Classless,GMAIL.COM,,,,0
Allan bunda mole,2020-08-31 17:40:42,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Em Prova: Amiga do Inimigo,GMAIL.COM,,,,0
Allan bunda mole,2020-08-30 18:26:29,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Cobra Kai,GMAIL.COM,,,,0
Allan bunda mole,2020-08-22 15:54:07,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,High Score,GMAIL.COM,,,,0
Allan bunda mole,2020-08-21 15:36:12,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,BR,,,The Blacklist,GMAIL.COM,,,,0
Allan bunda mole,2020-08-18 15:39:44,INAPP_TOP_10,NOTIFICATIONS,BR,,,Project Power,GMAIL.COM,,,,0
Allan bunda mole,2020-08-18 15:39:44,PUSH_TOP_10,PUSH,BR,pt-BR,pt-BR,Project Power,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-18 15:36:43,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,BR,,,Abstract: The Art of Design,GMAIL.COM,,,,0
Allan bunda mole,2020-08-18 15:36:43,PUSH_WATCH_IT_AGAIN,PUSH,BR,pt-BR,pt-BR,Abstract: The Art of Design,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-18 15:20:30,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,BR,pt-BR,pt-BR,Project Power,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-18 15:20:29,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,BR,,,Project Power,GMAIL.COM,,,,0
Allan bunda mole,2020-08-17 15:55:07,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Project Power,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-17 15:55:04,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Project Power,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-15 15:46:11,PUSH_BTN_ADD_TO_LIST,PUSH,BR,pt-BR,pt-BR,Mystery Lab,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-15 15:46:07,INAPP_BTN_ADD_TO_LIST,NOTIFICATIONS,BR,,,Mystery Lab,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-13 21:09:19,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,BR,,,Project Power,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-12 16:23:11,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,BR,pt-BR,pt-BR,Moneyball,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-12 16:23:07,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,BR,,,Moneyball,GMAIL.COM,,,,0
Allan bunda mole,2020-08-12 15:10:22,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,"Axé, Canto do Povo de um Lugar",GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-12 15:02:43,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,"Axé, Canto do Povo de um Lugar",GMAIL.COM,,,,0
Allan bunda mole,2020-08-09 16:52:05,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,High Score,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-08 15:27:41,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Connected,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-08 15:14:02,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Connected,GMAIL.COM,,2020-08-09 02:33:35,asus_ASUS_Z012DC,1
Allan bunda mole,2020-08-04 17:25:26,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Mystery Lab,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-04 16:57:07,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Mystery Lab,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-03 16:05:06,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Casa Grande,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-03 16:05:02,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Casa Grande,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-02 16:13:21,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,BR,pt-BR,pt-BR,Anne with an E,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-02 16:13:11,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,BR,,,Anne with an E,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-02 16:05:07,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Mystery Lab,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-02 16:05:04,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,BR,,,Mystery Lab,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-01 16:08:24,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Mystery Lab,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-01 15:09:02,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,BR,,,The Big Short,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-08-01 15:09:02,PUSH_WATCH_IT_AGAIN,PUSH,BR,pt-BR,pt-BR,The Big Short,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-27 16:47:12,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,The Kissing Booth 2,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-27 16:47:07,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,The Kissing Booth 2,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-21 16:16:04,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Casa Grande,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-20 15:31:07,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Cursed,GMAIL.COM,,,,0
Allan bunda mole,2020-07-20 15:31:07,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Cursed,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-10 15:53:12,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Down to Earth with Zac Efron,GMAIL.COM,,,,0
Allan bunda mole,2020-07-10 15:53:12,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Down to Earth with Zac Efron,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-10 15:26:09,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Dating Around: Brazil,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-10 15:26:08,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Dating Around: Brazil,GMAIL.COM,,,,0
Allan bunda mole,2020-07-10 15:19:08,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,The Old Guard,GMAIL.COM,,,,0
Allan bunda mole,2020-07-10 15:19:08,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,The Old Guard,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-09 15:06:39,PUSH_TOP_10,PUSH,BR,pt-BR,pt-BR,Warrior Nun,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-09 15:06:38,INAPP_TOP_10,NOTIFICATIONS,BR,,,Warrior Nun,GMAIL.COM,,,,0
Allan bunda mole,2020-07-08 16:32:15,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Dating Around: Brazil,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-08 16:32:10,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,BR,,,Dating Around: Brazil,GMAIL.COM,,,,0
Allan bunda mole,2020-07-08 15:11:09,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,BR,,,The Old Guard,GMAIL.COM,,,,0
Allan bunda mole,2020-07-08 15:11:09,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,The Old Guard,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-07 15:26:09,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,The Old Guard,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-05 16:26:14,INAPP_TOP_10,NOTIFICATIONS,BR,,,Thiago Ventura: POKAS,GMAIL.COM,,,,0
Allan bunda mole,2020-07-05 16:26:14,PUSH_TOP_10,PUSH,BR,pt-BR,pt-BR,Thiago Ventura: POKAS,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-05 16:24:37,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,BR,,,Brooklyn Nine-Nine,GMAIL.COM,,,,0
Allan bunda mole,2020-07-05 16:24:37,PUSH_CONTINUE_WATCHING,PUSH,BR,pt-BR,pt-BR,Brooklyn Nine-Nine,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-03 15:47:03,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,American Sniper,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-07-03 15:47:02,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,American Sniper,GMAIL.COM,,,,0
Allan bunda mole,2020-07-02 16:44:07,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Thiago Ventura: POKAS,GMAIL.COM,,,,0
Allan bunda mole,2020-07-02 16:44:07,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Thiago Ventura: POKAS,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-06-30 16:16:06,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Thiago Ventura: POKAS,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-06-30 16:09:58,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Thiago Ventura: POKAS,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-06-30 16:09:45,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,BR,,,Thiago Ventura: POKAS,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-06-23 15:48:06,PUSH_NEW_SEASON_ALERT,PUSH,BR,pt-BR,pt-BR,Girls from Ipanema,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-06-23 15:48:04,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,BR,,,Girls from Ipanema,GMAIL.COM,,,,0
Allan bunda mole,2020-06-16 16:10:08,PUSH_CONTINUE_WATCHING,PUSH,BR,pt-BR,pt-BR,Community,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-06-16 16:10:00,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,BR,,,Community,GMAIL.COM,,,,0
Allan bunda mole,2020-06-08 16:08:09,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,BR,pt-BR,pt-BR,Outlander,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-06-08 16:08:08,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,BR,,,Outlander,GMAIL.COM,,,,0
Allan bunda mole,2020-06-08 15:25:06,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Reality Z,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-06-01 16:28:01,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Queer Eye,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-27 16:17:15,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,History 101,GMAIL.COM,,,windows-uwa,0
Allan bunda mole,2020-05-27 16:17:15,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,History 101,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-26 15:11:14,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Snowpiercer,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-26 15:11:13,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Snowpiercer,GMAIL.COM,,,windows-uwa,0
Allan bunda mole,2020-05-23 15:14:04,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,BR,,,Snowpiercer,GMAIL.COM,,,,0
Allan bunda mole,2020-05-23 15:14:04,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Snowpiercer,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-20 15:49:05,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,History 101,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-15 16:25:13,PUSH_NEW_SEASON_ALERT,PUSH,BR,pt-BR,pt-BR,Magic for Humans,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-15 16:25:12,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,BR,,,Magic for Humans,GMAIL.COM,,,,0
Allan bunda mole,2020-05-13 16:42:07,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Magic for Humans,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-13 16:42:02,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,BR,,,Magic for Humans,GMAIL.COM,,,,0
Allan bunda mole,2020-05-13 15:19:25,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Magic for Humans,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-07 15:59:39,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Hollywood,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-07 15:59:12,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Hollywood,GMAIL.COM,,,,0
Allan bunda mole,2020-05-05 16:43:48,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Matchday: Inside FC Barcelona,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-05 16:20:08,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Matchday: Inside FC Barcelona,GMAIL.COM,,,,0
Allan bunda mole,2020-05-04 18:47:57,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Magic for Humans,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-04 18:31:00,PUSH_WATCH_IT_AGAIN,PUSH,BR,pt-BR,pt-BR,Community,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-05-04 15:44:56,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,BR,,,Community,GMAIL.COM,,,,0
Allan bunda mole,2020-04-26 17:00:23,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,BR,,,Money Heist,GMAIL.COM,,,,0
Allan bunda mole,2020-04-26 17:00:23,PUSH_CONTINUE_WATCHING,PUSH,BR,pt-BR,pt-BR,Money Heist,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-04-12 16:53:02,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Billions,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-04-11 16:22:06,PUSH_NEW_SEASON_ALERT,PUSH,BR,pt-BR,pt-BR,Blindspot,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-04-11 16:22:03,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,BR,,,Blindspot,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-04-05 15:10:01,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Sergio,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-04-03 16:24:07,PUSH_NEW_SEASON_ALERT,PUSH,BR,pt-BR,pt-BR,Money Heist,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-04-03 15:53:16,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,BR,,,Money Heist,GMAIL.COM,,,,0
Allan bunda mole,2020-03-29 15:23:17,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,BR,,,Formula 1: Drive to Survive,GMAIL.COM,,,,0
Allan bunda mole,2020-03-29 15:23:17,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,BR,pt-BR,pt-BR,Formula 1: Drive to Survive,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-29 15:11:27,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Freud,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-29 15:10:56,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Freud,GMAIL.COM,,,,0
Allan bunda mole,2020-03-26 19:22:29,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Money Heist,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-26 16:32:09,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,BR,,,Money Heist,GMAIL.COM,,,,0
Allan bunda mole,2020-03-25 16:22:22,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Money Heist,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-22 16:03:15,PUSH_NEW_SEASON_ALERT,PUSH,BR,pt-BR,pt-BR,Brooklyn Nine-Nine,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-22 16:03:08,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,BR,,,Brooklyn Nine-Nine,GMAIL.COM,,,,0
Allan bunda mole,2020-03-18 16:27:03,PUSH_WATCH_IT_AGAIN,PUSH,BR,pt-BR,pt-BR,Klaus,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-18 16:21:11,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Freud,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-18 15:38:02,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,BR,,,Klaus,GMAIL.COM,,,,0
Allan bunda mole,2020-03-14 15:17:06,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Freud,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-09 16:11:15,PUSH_WATCH_IT_AGAIN,PUSH,BR,pt-BR,pt-BR,Abstract: The Art of Design,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-09 16:11:11,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,BR,,,Abstract: The Art of Design,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-09 15:56:01,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Dirty Money,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-04 16:41:22,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,The Circle Brazil,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-04 03:50:22,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,BR,pt-BR,pt-BR,Collateral Beauty,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-03-03 16:22:28,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,BR,,,Collateral Beauty,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-02-26 16:56:25,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,I Am Not Okay With This,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-02-26 16:56:25,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,I Am Not Okay With This,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-02-23 16:46:05,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,I Am Not Okay With This,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-02-23 15:01:04,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Babies,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-02-23 15:01:03,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Babies,GMAIL.COM,,,,0
Allan bunda mole,2020-02-22 15:53:09,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,The Last Thing He Wanted,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-02-22 15:48:06,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,The Last Thing He Wanted,GMAIL.COM,,,,0
Allan bunda mole,2020-02-19 15:33:08,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,BR,,,Narcos: Mexico,GMAIL.COM,,,,0
Allan bunda mole,2020-02-19 15:33:08,PUSH_CONTINUE_WATCHING,PUSH,BR,pt-BR,pt-BR,Narcos: Mexico,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-02-17 16:24:18,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Isi & Ossi,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-02-17 16:24:16,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Isi & Ossi,GMAIL.COM,,,,0
Allan bunda mole,2020-02-16 15:59:10,PUSH_COMING_SOON,PUSH,BR,pt-BR,pt-BR,Babies,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-02-08 15:29:12,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Locke & Key,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-02-05 16:57:03,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,BR,,,Narcos: Mexico,GMAIL.COM,,,,0
Allan bunda mole,2020-02-05 16:26:03,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Uncut Gems,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-02-05 06:16:03,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,BR,,,Dolemite Is My Name,GMAIL.COM,,,,0
Allan bunda mole,2020-02-01 16:09:08,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Omniscient,GMAIL.COM,,,,0
Allan bunda mole,2020-02-01 15:15:56,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Ragnarok,GMAIL.COM,,,,0
Allan bunda mole,2020-02-01 06:16:08,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,BR,,,Sex Education,GMAIL.COM,,,,0
Allan bunda mole,2020-01-30 06:16:08,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,BR,,,A Fall from Grace,GMAIL.COM,,,,0
Allan bunda mole,2020-01-29 16:15:03,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Night on Earth,GMAIL.COM,,,,0
Allan bunda mole,2020-01-24 16:32:03,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Rise of Empires: Ottoman,GMAIL.COM,,,,0
Allan bunda mole,2020-01-23 15:48:08,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Airplane Mode,GMAIL.COM,,,,0
Allan bunda mole,2020-01-22 16:09:02,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Pandemic: How to Prevent an Outbreak,GMAIL.COM,,,,0
Allan bunda mole,2020-01-22 06:16:03,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,BR,,,Our Planet,GMAIL.COM,,,,0
Allan bunda mole,2020-01-18 16:29:08,INAPP_BTN_DOWNLOAD,NOTIFICATIONS,BR,,,American Factory,GMAIL.COM,,,windows-uwa,0
Allan bunda mole,2020-01-17 16:54:11,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,BR,,,Sex Education,GMAIL.COM,,,windows-uwa,0
Allan bunda mole,2020-01-12 06:16:01,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,BR,,,The Big Short,GMAIL.COM,,,windows-uwa,0
Allan bunda mole,2020-01-09 15:09:12,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Dracula,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-01-08 15:46:02,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Cheer,GMAIL.COM,,,asus_ASUS_Z012DC,0
Allan bunda mole,2020-01-03 06:16:02,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,BR,,,Marriage Story,GMAIL.COM,,,,0
Allan bunda mole,2020-01-02 16:38:14,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,"Sex, Explained",GMAIL.COM,,,,0
Allan bunda mole,2020-01-01 15:24:02,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Portátil,GMAIL.COM,,,,0
Allan bunda mole,2019-12-28 16:19:06,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,Arrival,GMAIL.COM,,,,0
Allan bunda mole,2019-12-22 15:57:09,INAPP_NEW_ARRIVALS,NOTIFICATIONS,BR,,,The Two Popes,GMAIL.COM,,,asus_ASUS_Z012DC,0
